,Store Name,Department,customer_time,Age_Group,Day_Name,Count of employees across each condition,Employee Salary,Count of employees across each store,Avg sales across each store,Count of Customers,Employee to sales ratio,Predicted Values
883,FIPL 15,Employee,Afternoon Shift (12 PM - 3 PM),Male (23-50),Monday,10,3477027960,19,433.51209756097563,240,22.81642618741977,7.0
884,FIPL 15,Employee,Afternoon Shift (12 PM - 3 PM),Male (23-50),Saturday,10,3477027960,19,433.51209756097563,216,22.81642618741977,7.0
885,FIPL 15,Employee,Afternoon Shift (12 PM - 3 PM),Male (23-50),Sunday,10,3477027960,19,433.51209756097563,96,22.81642618741977,7.0
886,FIPL 15,Employee,Afternoon Shift (12 PM - 3 PM),Male (23-50),Thursday,10,3477027960,19,433.51209756097563,144,22.81642618741977,7.0
887,FIPL 15,Employee,Afternoon Shift (12 PM - 3 PM),Male (23-50),Tuesday,10,3477027960,19,433.51209756097563,120,22.81642618741977,7.0
888,FIPL 15,Employee,Afternoon Shift (12 PM - 3 PM),Male (23-50),Wednesday,10,3477027960,19,433.51209756097563,168,22.81642618741977,7.0
889,FIPL 15,Employee,Evening Shift (3 PM - 6 PM),Female (23-50),Friday,7,3477027960,19,433.51209756097563,240,22.81642618741977,8.0
890,FIPL 15,Employee,Evening Shift (3 PM - 6 PM),Female (23-50),Monday,7,3477027960,19,433.51209756097563,456,22.81642618741977,8.0
891,FIPL 15,Employee,Evening Shift (3 PM - 6 PM),Female (23-50),Saturday,7,3477027960,19,433.51209756097563,456,22.81642618741977,8.0
892,FIPL 15,Employee,Evening Shift (3 PM - 6 PM),Female (23-50),Sunday,7,3477027960,19,433.51209756097563,312,22.81642618741977,8.0
893,FIPL 15,Employee,Evening Shift (3 PM - 6 PM),Female (23-50),Thursday,7,3477027960,19,433.51209756097563,264,22.81642618741977,8.0
894,FIPL 15,Employee,Evening Shift (3 PM - 6 PM),Female (23-50),Tuesday,7,3477027960,19,433.51209756097563,312,22.81642618741977,8.0
895,FIPL 15,Employee,Evening Shift (3 PM - 6 PM),Female (23-50),Wednesday,7,3477027960,19,433.51209756097563,264,22.81642618741977,8.0
896,FIPL 15,Employee,Evening Shift (3 PM - 6 PM),Female (50-65),Friday,2,3477027960,19,433.51209756097563,240,22.81642618741977,1.0
897,FIPL 15,Employee,Evening Shift (3 PM - 6 PM),Female (50-65),Monday,2,3477027960,19,433.51209756097563,456,22.81642618741977,1.0
898,FIPL 15,Employee,Evening Shift (3 PM - 6 PM),Female (50-65),Saturday,2,3477027960,19,433.51209756097563,456,22.81642618741977,1.0
899,FIPL 15,Employee,Evening Shift (3 PM - 6 PM),Female (50-65),Sunday,2,3477027960,19,433.51209756097563,312,22.81642618741977,1.0
900,FIPL 15,Employee,Evening Shift (3 PM - 6 PM),Female (50-65),Thursday,2,3477027960,19,433.51209756097563,264,22.81642618741977,1.0
901,FIPL 15,Employee,Evening Shift (3 PM - 6 PM),Female (50-65),Tuesday,2,3477027960,19,433.51209756097563,312,22.81642618741977,1.0
902,FIPL 15,Employee,Evening Shift (3 PM - 6 PM),Female (50-65),Wednesday,2,3477027960,19,433.51209756097563,264,22.81642618741977,1.0
903,FIPL 15,Employee,Evening Shift (3 PM - 6 PM),Male (23-50),Friday,10,3477027960,19,433.51209756097563,240,22.81642618741977,7.0
904,FIPL 15,Employee,Evening Shift (3 PM - 6 PM),Male (23-50),Monday,10,3477027960,19,433.51209756097563,456,22.81642618741977,7.0
905,FIPL 15,Employee,Evening Shift (3 PM - 6 PM),Male (23-50),Saturday,10,3477027960,19,433.51209756097563,456,22.81642618741977,7.0
906,FIPL 15,Employee,Evening Shift (3 PM - 6 PM),Male (23-50),Sunday,10,3477027960,19,433.51209756097563,312,22.81642618741977,7.0
907,FIPL 15,Employee,Evening Shift (3 PM - 6 PM),Male (23-50),Thursday,10,3477027960,19,433.51209756097563,264,22.81642618741977,7.0
908,FIPL 15,Employee,Evening Shift (3 PM - 6 PM),Male (23-50),Tuesday,10,3477027960,19,433.51209756097563,312,22.81642618741977,7.0
909,FIPL 15,Employee,Evening Shift (3 PM - 6 PM),Male (23-50),Wednesday,10,3477027960,19,433.51209756097563,264,22.81642618741977,7.0
910,FIPL 15,Employee,Morning Shift (10 AM - 12 PM),Female (23-50),Friday,7,3477027960,19,433.51209756097563,240,22.81642618741977,8.0
911,FIPL 15,Employee,Morning Shift (10 AM - 12 PM),Female (23-50),Monday,7,3477027960,19,433.51209756097563,312,22.81642618741977,8.0
912,FIPL 15,Employee,Morning Shift (10 AM - 12 PM),Female (23-50),Saturday,7,3477027960,19,433.51209756097563,192,22.81642618741977,8.0
913,FIPL 15,Employee,Morning Shift (10 AM - 12 PM),Female (23-50),Sunday,7,3477027960,19,433.51209756097563,168,22.81642618741977,8.0
914,FIPL 15,Employee,Morning Shift (10 AM - 12 PM),Female (23-50),Thursday,7,3477027960,19,433.51209756097563,264,22.81642618741977,8.0
915,FIPL 15,Employee,Morning Shift (10 AM - 12 PM),Female (23-50),Tuesday,7,3477027960,19,433.51209756097563,312,22.81642618741977,8.0
916,FIPL 15,Employee,Morning Shift (10 AM - 12 PM),Female (23-50),Wednesday,7,3477027960,19,433.51209756097563,144,22.81642618741977,8.0
917,FIPL 15,Employee,Morning Shift (10 AM - 12 PM),Female (50-65),Friday,2,3477027960,19,433.51209756097563,240,22.81642618741977,1.0
918,FIPL 15,Employee,Morning Shift (10 AM - 12 PM),Female (50-65),Monday,2,3477027960,19,433.51209756097563,312,22.81642618741977,1.0
919,FIPL 15,Employee,Morning Shift (10 AM - 12 PM),Female (50-65),Saturday,2,3477027960,19,433.51209756097563,192,22.81642618741977,1.0
920,FIPL 15,Employee,Morning Shift (10 AM - 12 PM),Female (50-65),Sunday,2,3477027960,19,433.51209756097563,168,22.81642618741977,1.0
921,FIPL 15,Employee,Morning Shift (10 AM - 12 PM),Female (50-65),Thursday,2,3477027960,19,433.51209756097563,264,22.81642618741977,1.0
922,FIPL 15,Employee,Morning Shift (10 AM - 12 PM),Female (50-65),Tuesday,2,3477027960,19,433.51209756097563,312,22.81642618741977,1.0
923,FIPL 15,Employee,Morning Shift (10 AM - 12 PM),Female (50-65),Wednesday,2,3477027960,19,433.51209756097563,144,22.81642618741977,1.0
924,FIPL 15,Employee,Morning Shift (10 AM - 12 PM),Male (23-50),Friday,10,3477027960,19,433.51209756097563,240,22.81642618741977,7.0
925,FIPL 15,Employee,Morning Shift (10 AM - 12 PM),Male (23-50),Monday,10,3477027960,19,433.51209756097563,312,22.81642618741977,7.0
926,FIPL 15,Employee,Morning Shift (10 AM - 12 PM),Male (23-50),Saturday,10,3477027960,19,433.51209756097563,192,22.81642618741977,7.0
927,FIPL 15,Employee,Morning Shift (10 AM - 12 PM),Male (23-50),Sunday,10,3477027960,19,433.51209756097563,168,22.81642618741977,7.0
928,FIPL 15,Employee,Morning Shift (10 AM - 12 PM),Male (23-50),Thursday,10,3477027960,19,433.51209756097563,264,22.81642618741977,7.0
929,FIPL 15,Employee,Morning Shift (10 AM - 12 PM),Male (23-50),Tuesday,10,3477027960,19,433.51209756097563,312,22.81642618741977,7.0
930,FIPL 15,Employee,Morning Shift (10 AM - 12 PM),Male (23-50),Wednesday,10,3477027960,19,433.51209756097563,144,22.81642618741977,7.0
931,FIPL 15,Employee,Night Shift (6 PM - 9 PM),Female (23-50),Friday,7,3477027960,19,433.51209756097563,648,22.81642618741977,8.0
932,FIPL 15,Employee,Night Shift (6 PM - 9 PM),Female (23-50),Monday,7,3477027960,19,433.51209756097563,768,22.81642618741977,8.0
933,FIPL 15,Employee,Night Shift (6 PM - 9 PM),Female (23-50),Saturday,7,3477027960,19,433.51209756097563,768,22.81642618741977,8.0
934,FIPL 15,Employee,Night Shift (6 PM - 9 PM),Female (23-50),Sunday,7,3477027960,19,433.51209756097563,432,22.81642618741977,8.0
935,FIPL 15,Employee,Night Shift (6 PM - 9 PM),Female (23-50),Thursday,7,3477027960,19,433.51209756097563,936,22.81642618741977,8.0
936,FIPL 15,Employee,Night Shift (6 PM - 9 PM),Female (23-50),Tuesday,7,3477027960,19,433.51209756097563,504,22.81642618741977,8.0
937,FIPL 15,Employee,Night Shift (6 PM - 9 PM),Female (23-50),Wednesday,7,3477027960,19,433.51209756097563,720,22.81642618741977,8.0
938,FIPL 15,Employee,Night Shift (6 PM - 9 PM),Female (50-65),Friday,2,3477027960,19,433.51209756097563,648,22.81642618741977,1.0
939,FIPL 15,Employee,Night Shift (6 PM - 9 PM),Female (50-65),Monday,2,3477027960,19,433.51209756097563,768,22.81642618741977,1.0
940,FIPL 15,Employee,Night Shift (6 PM - 9 PM),Female (50-65),Saturday,2,3477027960,19,433.51209756097563,768,22.81642618741977,1.0
941,FIPL 15,Employee,Night Shift (6 PM - 9 PM),Female (50-65),Sunday,2,3477027960,19,433.51209756097563,432,22.81642618741977,1.0
942,FIPL 15,Employee,Night Shift (6 PM - 9 PM),Female (50-65),Thursday,2,3477027960,19,433.51209756097563,936,22.81642618741977,1.0
943,FIPL 15,Employee,Night Shift (6 PM - 9 PM),Female (50-65),Tuesday,2,3477027960,19,433.51209756097563,504,22.81642618741977,1.0
944,FIPL 15,Employee,Night Shift (6 PM - 9 PM),Female (50-65),Wednesday,2,3477027960,19,433.51209756097563,720,22.81642618741977,1.0
945,FIPL 15,Employee,Night Shift (6 PM - 9 PM),Male (23-50),Friday,10,3477027960,19,433.51209756097563,648,22.81642618741977,7.0
946,FIPL 15,Employee,Night Shift (6 PM - 9 PM),Male (23-50),Monday,10,3477027960,19,433.51209756097563,768,22.81642618741977,7.0
947,FIPL 15,Employee,Night Shift (6 PM - 9 PM),Male (23-50),Saturday,10,3477027960,19,433.51209756097563,768,22.81642618741977,7.0
948,FIPL 15,Employee,Night Shift (6 PM - 9 PM),Male (23-50),Sunday,10,3477027960,19,433.51209756097563,432,22.81642618741977,7.0
949,FIPL 15,Employee,Night Shift (6 PM - 9 PM),Male (23-50),Thursday,10,3477027960,19,433.51209756097563,936,22.81642618741977,7.0
950,FIPL 15,Employee,Night Shift (6 PM - 9 PM),Male (23-50),Tuesday,10,3477027960,19,433.51209756097563,504,22.81642618741977,7.0
951,FIPL 15,Employee,Night Shift (6 PM - 9 PM),Male (23-50),Wednesday,10,3477027960,19,433.51209756097563,720,22.81642618741977,7.0
952,FIPL 15,Manager,Afternoon Shift (12 PM - 3 PM),Male (23-50),Friday,1,565040680,1,433.51209756097563,144,433.51209756097563,1.0
953,FIPL 15,Manager,Afternoon Shift (12 PM - 3 PM),Male (23-50),Monday,1,565040680,1,433.51209756097563,240,433.51209756097563,1.0
954,FIPL 15,Manager,Afternoon Shift (12 PM - 3 PM),Male (23-50),Saturday,1,565040680,1,433.51209756097563,216,433.51209756097563,1.0
955,FIPL 15,Manager,Afternoon Shift (12 PM - 3 PM),Male (23-50),Sunday,1,565040680,1,433.51209756097563,96,433.51209756097563,1.0
956,FIPL 15,Manager,Afternoon Shift (12 PM - 3 PM),Male (23-50),Thursday,1,565040680,1,433.51209756097563,144,433.51209756097563,1.0
957,FIPL 15,Manager,Afternoon Shift (12 PM - 3 PM),Male (23-50),Tuesday,1,565040680,1,433.51209756097563,120,433.51209756097563,1.0
958,FIPL 15,Manager,Afternoon Shift (12 PM - 3 PM),Male (23-50),Wednesday,1,565040680,1,433.51209756097563,168,433.51209756097563,1.0
959,FIPL 15,Manager,Evening Shift (3 PM - 6 PM),Male (23-50),Friday,1,565040680,1,433.51209756097563,240,433.51209756097563,1.0
960,FIPL 15,Manager,Evening Shift (3 PM - 6 PM),Male (23-50),Monday,1,565040680,1,433.51209756097563,456,433.51209756097563,1.0
961,FIPL 15,Manager,Evening Shift (3 PM - 6 PM),Male (23-50),Saturday,1,565040680,1,433.51209756097563,456,433.51209756097563,1.0
962,FIPL 15,Manager,Evening Shift (3 PM - 6 PM),Male (23-50),Sunday,1,565040680,1,433.51209756097563,312,433.51209756097563,1.0
963,FIPL 15,Manager,Evening Shift (3 PM - 6 PM),Male (23-50),Thursday,1,565040680,1,433.51209756097563,264,433.51209756097563,1.0
964,FIPL 15,Manager,Evening Shift (3 PM - 6 PM),Male (23-50),Tuesday,1,565040680,1,433.51209756097563,312,433.51209756097563,1.0
965,FIPL 15,Manager,Evening Shift (3 PM - 6 PM),Male (23-50),Wednesday,1,565040680,1,433.51209756097563,264,433.51209756097563,1.0
966,FIPL 15,Manager,Morning Shift (10 AM - 12 PM),Male (23-50),Friday,1,565040680,1,433.51209756097563,240,433.51209756097563,1.0
967,FIPL 15,Manager,Morning Shift (10 AM - 12 PM),Male (23-50),Monday,1,565040680,1,433.51209756097563,312,433.51209756097563,1.0
968,FIPL 15,Manager,Morning Shift (10 AM - 12 PM),Male (23-50),Saturday,1,565040680,1,433.51209756097563,192,433.51209756097563,1.0
969,FIPL 15,Manager,Morning Shift (10 AM - 12 PM),Male (23-50),Sunday,1,565040680,1,433.51209756097563,168,433.51209756097563,1.0
970,FIPL 15,Manager,Morning Shift (10 AM - 12 PM),Male (23-50),Thursday,1,565040680,1,433.51209756097563,264,433.51209756097563,1.0
971,FIPL 15,Manager,Morning Shift (10 AM - 12 PM),Male (23-50),Tuesday,1,565040680,1,433.51209756097563,312,433.51209756097563,1.0
972,FIPL 15,Manager,Morning Shift (10 AM - 12 PM),Male (23-50),Wednesday,1,565040680,1,433.51209756097563,144,433.51209756097563,1.0
973,FIPL 15,Manager,Night Shift (6 PM - 9 PM),Male (23-50),Friday,1,565040680,1,433.51209756097563,648,433.51209756097563,1.0
974,FIPL 15,Manager,Night Shift (6 PM - 9 PM),Male (23-50),Monday,1,565040680,1,433.51209756097563,768,433.51209756097563,1.0
975,FIPL 15,Manager,Night Shift (6 PM - 9 PM),Male (23-50),Saturday,1,565040680,1,433.51209756097563,768,433.51209756097563,1.0
976,FIPL 15,Manager,Night Shift (6 PM - 9 PM),Male (23-50),Sunday,1,565040680,1,433.51209756097563,432,433.51209756097563,1.0
977,FIPL 15,Manager,Night Shift (6 PM - 9 PM),Male (23-50),Thursday,1,565040680,1,433.51209756097563,936,433.51209756097563,1.0
978,FIPL 15,Manager,Night Shift (6 PM - 9 PM),Male (23-50),Tuesday,1,565040680,1,433.51209756097563,504,433.51209756097563,1.0
979,FIPL 15,Manager,Night Shift (6 PM - 9 PM),Male (23-50),Wednesday,1,565040680,1,433.51209756097563,720,433.51209756097563,1.0
980,FIPL 15,Supervisor,Afternoon Shift (12 PM - 3 PM),Male (23-50),Friday,4,1301155910,4,433.51209756097563,144,108.37802439024391,1.0
981,FIPL 15,Supervisor,Afternoon Shift (12 PM - 3 PM),Male (23-50),Monday,4,1301155910,4,433.51209756097563,240,108.37802439024391,1.0
982,FIPL 15,Supervisor,Afternoon Shift (12 PM - 3 PM),Male (23-50),Saturday,4,1301155910,4,433.51209756097563,216,108.37802439024391,1.0
983,FIPL 15,Supervisor,Afternoon Shift (12 PM - 3 PM),Male (23-50),Sunday,4,1301155910,4,433.51209756097563,96,108.37802439024391,1.0
984,FIPL 15,Supervisor,Afternoon Shift (12 PM - 3 PM),Male (23-50),Thursday,4,1301155910,4,433.51209756097563,144,108.37802439024391,1.0
985,FIPL 15,Supervisor,Afternoon Shift (12 PM - 3 PM),Male (23-50),Tuesday,4,1301155910,4,433.51209756097563,120,108.37802439024391,1.0
986,FIPL 15,Supervisor,Afternoon Shift (12 PM - 3 PM),Male (23-50),Wednesday,4,1301155910,4,433.51209756097563,168,108.37802439024391,1.0
987,FIPL 15,Supervisor,Evening Shift (3 PM - 6 PM),Male (23-50),Friday,4,1301155910,4,433.51209756097563,240,108.37802439024391,1.0
988,FIPL 15,Supervisor,Evening Shift (3 PM - 6 PM),Male (23-50),Monday,4,1301155910,4,433.51209756097563,456,108.37802439024391,1.0
989,FIPL 15,Supervisor,Evening Shift (3 PM - 6 PM),Male (23-50),Saturday,4,1301155910,4,433.51209756097563,456,108.37802439024391,1.0
990,FIPL 15,Supervisor,Evening Shift (3 PM - 6 PM),Male (23-50),Sunday,4,1301155910,4,433.51209756097563,312,108.37802439024391,1.0
991,FIPL 15,Supervisor,Evening Shift (3 PM - 6 PM),Male (23-50),Thursday,4,1301155910,4,433.51209756097563,264,108.37802439024391,1.0
992,FIPL 15,Supervisor,Evening Shift (3 PM - 6 PM),Male (23-50),Tuesday,4,1301155910,4,433.51209756097563,312,108.37802439024391,1.0
993,FIPL 15,Supervisor,Evening Shift (3 PM - 6 PM),Male (23-50),Wednesday,4,1301155910,4,433.51209756097563,264,108.37802439024391,1.0
994,FIPL 15,Supervisor,Morning Shift (10 AM - 12 PM),Male (23-50),Friday,4,1301155910,4,433.51209756097563,240,108.37802439024391,1.0
995,FIPL 15,Supervisor,Morning Shift (10 AM - 12 PM),Male (23-50),Monday,4,1301155910,4,433.51209756097563,312,108.37802439024391,1.0
996,FIPL 15,Supervisor,Morning Shift (10 AM - 12 PM),Male (23-50),Saturday,4,1301155910,4,433.51209756097563,192,108.37802439024391,1.0
997,FIPL 15,Supervisor,Morning Shift (10 AM - 12 PM),Male (23-50),Sunday,4,1301155910,4,433.51209756097563,168,108.37802439024391,1.0
998,FIPL 15,Supervisor,Morning Shift (10 AM - 12 PM),Male (23-50),Thursday,4,1301155910,4,433.51209756097563,264,108.37802439024391,1.0
999,FIPL 15,Supervisor,Morning Shift (10 AM - 12 PM),Male (23-50),Tuesday,4,1301155910,4,433.51209756097563,312,108.37802439024391,1.0
1000,FIPL 15,Supervisor,Morning Shift (10 AM - 12 PM),Male (23-50),Wednesday,4,1301155910,4,433.51209756097563,144,108.37802439024391,1.0
1001,FIPL 15,Supervisor,Night Shift (6 PM - 9 PM),Male (23-50),Friday,4,1301155910,4,433.51209756097563,648,108.37802439024391,1.0
1002,FIPL 15,Supervisor,Night Shift (6 PM - 9 PM),Male (23-50),Monday,4,1301155910,4,433.51209756097563,768,108.37802439024391,1.0
1003,FIPL 15,Supervisor,Night Shift (6 PM - 9 PM),Male (23-50),Saturday,4,1301155910,4,433.51209756097563,768,108.37802439024391,1.0
1004,FIPL 15,Supervisor,Night Shift (6 PM - 9 PM),Male (23-50),Sunday,4,1301155910,4,433.51209756097563,432,108.37802439024391,1.0
1005,FIPL 15,Supervisor,Night Shift (6 PM - 9 PM),Male (23-50),Thursday,4,1301155910,4,433.51209756097563,936,108.37802439024391,1.0
1006,FIPL 15,Supervisor,Night Shift (6 PM - 9 PM),Male (23-50),Tuesday,4,1301155910,4,433.51209756097563,504,108.37802439024391,1.0
1007,FIPL 15,Supervisor,Night Shift (6 PM - 9 PM),Male (23-50),Wednesday,4,1301155910,4,433.51209756097563,720,108.37802439024391,1.0
1120,FIPL 17,Employee,Afternoon Shift (12 PM - 3 PM),Female (23-50),Friday,3,1610110450,8,411.59899563318777,44,51.44987445414847,4.56
1121,FIPL 17,Employee,Afternoon Shift (12 PM - 3 PM),Female (23-50),Monday,3,1610110450,8,411.59899563318777,132,51.44987445414847,4.56
1122,FIPL 17,Employee,Afternoon Shift (12 PM - 3 PM),Female (23-50),Saturday,3,1610110450,8,411.59899563318777,88,51.44987445414847,4.56
1123,FIPL 17,Employee,Afternoon Shift (12 PM - 3 PM),Female (23-50),Sunday,3,1610110450,8,411.59899563318777,77,51.44987445414847,4.56
1124,FIPL 17,Employee,Afternoon Shift (12 PM - 3 PM),Female (23-50),Thursday,3,1610110450,8,411.59899563318777,66,51.44987445414847,4.56
1125,FIPL 17,Employee,Afternoon Shift (12 PM - 3 PM),Female (23-50),Tuesday,3,1610110450,8,411.59899563318777,132,51.44987445414847,4.56
1126,FIPL 17,Employee,Afternoon Shift (12 PM - 3 PM),Female (23-50),Wednesday,3,1610110450,8,411.59899563318777,143,51.44987445414847,4.56
1127,FIPL 17,Employee,Afternoon Shift (12 PM - 3 PM),Male (23-50),Friday,5,1610110450,8,411.59899563318777,44,51.44987445414847,3.91
1128,FIPL 17,Employee,Afternoon Shift (12 PM - 3 PM),Male (23-50),Monday,5,1610110450,8,411.59899563318777,132,51.44987445414847,3.91
1129,FIPL 17,Employee,Afternoon Shift (12 PM - 3 PM),Male (23-50),Saturday,5,1610110450,8,411.59899563318777,88,51.44987445414847,3.91
1130,FIPL 17,Employee,Afternoon Shift (12 PM - 3 PM),Male (23-50),Sunday,5,1610110450,8,411.59899563318777,77,51.44987445414847,3.91
1131,FIPL 17,Employee,Afternoon Shift (12 PM - 3 PM),Male (23-50),Thursday,5,1610110450,8,411.59899563318777,66,51.44987445414847,3.91
1132,FIPL 17,Employee,Afternoon Shift (12 PM - 3 PM),Male (23-50),Tuesday,5,1610110450,8,411.59899563318777,132,51.44987445414847,3.91
1133,FIPL 17,Employee,Afternoon Shift (12 PM - 3 PM),Male (23-50),Wednesday,5,1610110450,8,411.59899563318777,143,51.44987445414847,3.91
1134,FIPL 17,Employee,Evening Shift (3 PM - 6 PM),Female (23-50),Friday,3,1610110450,8,411.59899563318777,187,51.44987445414847,4.56
1135,FIPL 17,Employee,Evening Shift (3 PM - 6 PM),Female (23-50),Monday,3,1610110450,8,411.59899563318777,44,51.44987445414847,4.56
1136,FIPL 17,Employee,Evening Shift (3 PM - 6 PM),Female (23-50),Saturday,3,1610110450,8,411.59899563318777,165,51.44987445414847,4.56
1137,FIPL 17,Employee,Evening Shift (3 PM - 6 PM),Female (23-50),Sunday,3,1610110450,8,411.59899563318777,176,51.44987445414847,4.56
1138,FIPL 17,Employee,Evening Shift (3 PM - 6 PM),Female (23-50),Thursday,3,1610110450,8,411.59899563318777,143,51.44987445414847,4.56
1139,FIPL 17,Employee,Evening Shift (3 PM - 6 PM),Female (23-50),Tuesday,3,1610110450,8,411.59899563318777,143,51.44987445414847,4.56
1140,FIPL 17,Employee,Evening Shift (3 PM - 6 PM),Female (23-50),Wednesday,3,1610110450,8,411.59899563318777,132,51.44987445414847,4.56
1141,FIPL 17,Employee,Evening Shift (3 PM - 6 PM),Male (23-50),Friday,5,1610110450,8,411.59899563318777,187,51.44987445414847,3.91
1142,FIPL 17,Employee,Evening Shift (3 PM - 6 PM),Male (23-50),Monday,5,1610110450,8,411.59899563318777,44,51.44987445414847,3.91
1143,FIPL 17,Employee,Evening Shift (3 PM - 6 PM),Male (23-50),Saturday,5,1610110450,8,411.59899563318777,165,51.44987445414847,3.91
1144,FIPL 17,Employee,Evening Shift (3 PM - 6 PM),Male (23-50),Sunday,5,1610110450,8,411.59899563318777,176,51.44987445414847,3.91
1145,FIPL 17,Employee,Evening Shift (3 PM - 6 PM),Male (23-50),Thursday,5,1610110450,8,411.59899563318777,143,51.44987445414847,3.91
1146,FIPL 17,Employee,Evening Shift (3 PM - 6 PM),Male (23-50),Tuesday,5,1610110450,8,411.59899563318777,143,51.44987445414847,3.91
1147,FIPL 17,Employee,Evening Shift (3 PM - 6 PM),Male (23-50),Wednesday,5,1610110450,8,411.59899563318777,132,51.44987445414847,3.91
1148,FIPL 17,Employee,Morning Shift (10 AM - 12 PM),Female (23-50),Friday,3,1610110450,8,411.59899563318777,143,51.44987445414847,4.56
1149,FIPL 17,Employee,Morning Shift (10 AM - 12 PM),Female (23-50),Monday,3,1610110450,8,411.59899563318777,77,51.44987445414847,4.56
1150,FIPL 17,Employee,Morning Shift (10 AM - 12 PM),Female (23-50),Saturday,3,1610110450,8,411.59899563318777,132,51.44987445414847,4.56
1151,FIPL 17,Employee,Morning Shift (10 AM - 12 PM),Female (23-50),Sunday,3,1610110450,8,411.59899563318777,77,51.44987445414847,4.56
1152,FIPL 17,Employee,Morning Shift (10 AM - 12 PM),Female (23-50),Thursday,3,1610110450,8,411.59899563318777,176,51.44987445414847,4.56
1153,FIPL 17,Employee,Morning Shift (10 AM - 12 PM),Female (23-50),Tuesday,3,1610110450,8,411.59899563318777,220,51.44987445414847,4.56
1154,FIPL 17,Employee,Morning Shift (10 AM - 12 PM),Female (23-50),Wednesday,3,1610110450,8,411.59899563318777,165,51.44987445414847,4.56
1155,FIPL 17,Employee,Morning Shift (10 AM - 12 PM),Male (23-50),Friday,5,1610110450,8,411.59899563318777,143,51.44987445414847,3.91
1156,FIPL 17,Employee,Morning Shift (10 AM - 12 PM),Male (23-50),Monday,5,1610110450,8,411.59899563318777,77,51.44987445414847,3.91
1157,FIPL 17,Employee,Morning Shift (10 AM - 12 PM),Male (23-50),Saturday,5,1610110450,8,411.59899563318777,132,51.44987445414847,3.91
1158,FIPL 17,Employee,Morning Shift (10 AM - 12 PM),Male (23-50),Sunday,5,1610110450,8,411.59899563318777,77,51.44987445414847,3.91
1159,FIPL 17,Employee,Morning Shift (10 AM - 12 PM),Male (23-50),Thursday,5,1610110450,8,411.59899563318777,176,51.44987445414847,3.91
1160,FIPL 17,Employee,Morning Shift (10 AM - 12 PM),Male (23-50),Tuesday,5,1610110450,8,411.59899563318777,220,51.44987445414847,3.91
1161,FIPL 17,Employee,Morning Shift (10 AM - 12 PM),Male (23-50),Wednesday,5,1610110450,8,411.59899563318777,165,51.44987445414847,3.91
1162,FIPL 17,Employee,Night Shift (6 PM - 9 PM),Female (23-50),Friday,3,1610110450,8,411.59899563318777,330,51.44987445414847,4.56
1163,FIPL 17,Employee,Night Shift (6 PM - 9 PM),Female (23-50),Monday,3,1610110450,8,411.59899563318777,352,51.44987445414847,4.56
1164,FIPL 17,Employee,Night Shift (6 PM - 9 PM),Female (23-50),Saturday,3,1610110450,8,411.59899563318777,253,51.44987445414847,4.56
